nom_centre;adresse;code_postal;ville;site_web_inscription;latitude;longitude
FÉDÉRATION DES OEUVRES LAÏQUES DE LA NIÈVRE;"7 rue du Commandant Rivière, 58000, NEVERS";58000;Nevers;https://francais.cci-paris-idf.fr/inscription-candidat/contact/419;46.990486;3.171032
FRATE FORMATION CONSEIL - NEVERS;"43 Boulevard du Pré Plantin, 58000, NEVERS";58000;Nevers;https://francais.cci-paris-idf.fr/inscription-candidat/contact/883;46.986194;3.123415
GRETA 58;"9, boulevard Saint-Exupéry";58000;Nevers;http://www.bourgogne.greta.fr;47.003971;3.157812
NOFI FORMATION;"22 Rue Albert 1er, 59140 Dunkerque, 59140, DUNKERQUE";59140;Dunkerque;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1059/23;51.03066;2.376263
INSTITUT LANGUES ET SAVOIRS - ISPA LILLE;"177 rue Nationale, 59000, LILLE";59000;Lille;https://francais.cci-paris-idf.fr/inscription-candidat/contact/996;50.625935;3.042352
LIL'LANGUES;"36 place Cormontaigne, 59000, LILLE";59000;Lille;https://francais.cci-paris-idf.fr/inscription-candidat/contact/616;50.625934;3.039709
E2LF - ECOLE LILLOISE DE LANGUE FRANÇAISE;"32, place de la Gare";59000;Lille;http://www.e2lf.fr;49.175738;-0.347877
INNOVATION DÉVELOPPEMENT FORMATION;La Joyeuse Rue du 145ème RI;59600;Maubeuge;http://www.id-formation.com/;50.278987;3.978061
NOFI FORMATION;"20 rue Sébastopol, 59100, ROUBAIX";59100;Roubaix;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1075/23;50.689277;3.170699
EMPLOI SERVICES FORMATION (ESF_ARRAS);"66 rue Clos des Villas, 59300, VALENCIENNES";59300;Valenciennes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1055/23;50.354657;3.512976
LAHO FORMATION - BEAUVAIS;"18 Rue d'Allonne, 60000, BEAUVAIS";60000;Beauvais;https://francais.cci-paris-idf.fr/inscription-candidat/contact/834;49.417964;2.105459
FLEAD;25 rue Maurice Segonds;60000;Beauvais;http://www.flead.fr;49.421133;2.075232
CONSENSO FORMATION;"1 rue Georges Gouigoux, 60200, COMPIÈGNE";60200;Compiègne;https://francais.cci-paris-idf.fr/inscription-candidat/contact/378;49.412784;2.828289
AEFTI SAVOIRS ET COMPÉTENCES;"9 rue de Marl, 60100, CREIL";60100;Creil;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1010;49.25993;2.475941
ESPACE LANGUES ET FORMATIONS;49 bis rue de Paris;60200;Compiègne;https://www.languesetformations.fr;48.716543;2.247187
ELFE - CHAMPIGNY-SUR-MARNE;"110 avenue de l'Europe, 60180, Nogent sur Oise";60180;Nogent-sur-Oise;https://francais.cci-paris-idf.fr/inscription-candidat/contact/875;49.270192;2.481736
LA BOÎTE AUX LETTRES;56 rue Odolant Desnos;61000;Alençon;https://laboiteauxlettres-asso.fr/;48.432807;0.098624
INFREP;"16, rue Jaques Durmeyer";61100;Flers;http://www.infrep.org;48.744656;-0.575786
EMPLOI SERVICES FORMATION (ESF_ARRAS);"168 avenue Kennedy, 62000, ARRAS";62000;Arras;https://francais.cci-paris-idf.fr/inscription-candidat/contact/998/23;50.287226;2.747263
AEFTI SAVOIRS ET COMPÉTENCES;"23 rue du dépôt, 62000, ARRAS";62000;Arras;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1011;50.282237;2.77673
AFP2I;2 rue Gustave Eiffel BP;20233;Arras;https://www.afp2i.fr;43.604509;1.4116
LANGUES ET CULTURES;34 Grande Rue;62200;Boulogne-sur-Mer;http://www.bmlc.fr;50.692123;3.176771
GRETA GRAND LITTORAL;SEMAFOR' CALAIS 320 boulevard du 8 mai;62100;Calais;http://www.greta.grand-littoral.fr;50.955216;1.839202
LAHO FORMATION - LENS;"56 rue jean Létienne, 62300, LENS";62300;Lens;https://francais.cci-paris-idf.fr/inscription-candidat/contact/669/23;50.427724;2.826774
GRETA AUVERGNE;48 avenue de la Résistance;63600;Ambert;http://greta.ac-clermont.fr;48.860614;2.437312
FRATE FORMATION CONSEIL - CLERMONT-FERRAND;"8 rue Pablo Picasso, 63000, CLERMONT-FERRAND";63000;Clermont-Ferrand;https://francais.cci-paris-idf.fr/inscription-candidat/contact/438;45.765327;3.111146
ZD ACADEMY;"82 avenue de Charras, 63000, Clermont-Ferrand";63000;Clermont-Ferrand;https://francais.cci-paris-idf.fr/inscription-candidat/contact/882;45.779217;3.099495
FORMATION INSERTION TRAVAIL;"64, rue Lamartine";63000;Clermont-Ferrand;http://www.fit-formation.fr/;47.391879;0.669615
OSENGO;"35, rue du Pré la Reine";63100;Clermont-Ferrand;http://www.osengo.fr;45.784397;3.114979
KENNEDY FORMATIONS - BMA BIARRITZ;"42 Avenue Kennedy, 64200, BIARRITZ";64200;Biarritz;https://francais.cci-paris-idf.fr/inscription-candidat/contact/607;43.472002;-1.555619
MOVE UP FORMATION - PAU;"4 Allée Catherine de Bourbon, 64445, PAU";64445;Pau;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1078/23;43.320486;-0.359953
INFREP;67 avenue du Loup;64000;Pau;https://www.infrep.org/;43.313841;-0.35582
LEO LAGRANGE FORMATION;"La demi-lune 6 462 route de Toulouse, 65300, LANNEMEZAN";65300;Lannemezan;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1045;43.119468;0.410194
LEO LAGRANGE FORMATION;"Le club des six - 19 Avenue Général Baron Maransin, 65100, LOURDES";65100;Lourdes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1044;43.09724;-0.045592
LEO LAGRANGE FORMATION;"2 avenue Bertrand Barrère, 65000, TARBES";65000;Tarbes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/849/23;43.233972;0.073052
PURPLE CAMPUS - TARBES;"78 avenue d'Azereix, 65000, TARBES";65000;Tarbes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/752/23;43.223665;0.050462
LEO LAGRANGE FORMATION;"98 Prom. de la Côte Vermeille, 66140, CANET EN ROUSSILLON";66140;Canet-en-Roussillon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1032;42.686975;3.034531
LEO LAGRANGE FORMATION;"158 Avenue Guynemer, 66000, PERPIGNAN";66000;Perpignan;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1031/23;42.687569;2.907938
UNIVERSITÉ UPVD - CUEF - U33066-01;52 avenue Paul Alduy;66860;Perpignan;http://www.cuef.fr;42.683426;2.901649
ALFMED;21 bis avenue du Général de Gaulle;66000;Perpignan;https://perpignan.alfmed.com/;42.697178;2.882803
GRETA - CFA DE L'AUDE ET DES PO - SITE BLUM;"Lycée Léon BLUM 15, rue Paul Alduy";66100;Perpignan;https://maforpro-occitanie.fr/;42.677732;2.905518
GRETA - CFA DE L'AUDE ET DES PO - SITE PICASSO;Lycée Pablo Picasso Rue Charles Blanc BP;11092;Perpignan Cedex;https://www.maforpro-occitanie.fr;46.838521;-1.867567
CENTRE SOCIOCULTUREL DU LANGENSAND;"2, rue de l'Eglise Saint-Joseph";67500;Haguenau;http://www.langensand-csc.com;49.641032;-1.601269
FORMALSACE;"16 AVENUE DE L'EUROPE BAT SXB1, 67300, SCHILTIGHEIM";67300;Schiltigheim;https://francais.cci-paris-idf.fr/inscription-candidat/contact/968;48.61303;7.712325
STRAFORMATION;"21, rue d'Oslo, 67000, STRASBOURG";67000;Strasbourg;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1127/23;48.578734;7.773471
CECI Formation;"202 Avenue de Colmar, 67100, STRASBOURG";67100;Strasbourg;https://francais.cci-paris-idf.fr/inscription-candidat/contact/282/23;48.557614;7.747697
RETRAVAILLER DANS L'EST;"11 rue Jacob Mayer, 67200, STRASBOURG";67200;Strasbourg;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1083/23;48.590899;7.718952
FRATE FORMATION CONSEIL - STRASBOURG;"31 rue Maréchal Lefebvre, 67100, STRASBOURG";67100;Strasbourg;https://francais.cci-paris-idf.fr/inscription-candidat/contact/446;48.561249;7.741578
INSTITUT STRALANG;16 rue Jean-Henri Schnitzler;67000;Strasbourg;http://www.stralang.com;48.580133;7.776328
ALLIANCE FRANÇAISE - 061007-02;"12, rue des Pontonniers";67000;Strasbourg;http://www.afstrasbourg.eu;48.584294;7.75712
C-FIL STRASBOURG;"20 Rue d'Agen, 68000, COLMAR";68000;Colmar;https://francais.cci-paris-idf.fr/inscription-candidat/contact/415/23;48.08607;7.354443
CENTRE D'ÉTUDES DE LANGUES;"CCI CAMPUS ALSACE 4, rue du Rhin";68000;Colmar;https://www.ccicampus.fr/;48.885008;2.38106
LINGUAPHONE ALSACE;"4 rue Fredo Krumnov, 68200, MULHOUSE";68200;Mulhouse;https://francais.cci-paris-idf.fr/inscription-candidat/contact/617;47.746552;7.298605
FRATE FORMATION CONSEIL - MULHOUSE;"20 rue de Chemnitz, 68200, MULHOUSE";68200;Mulhouse;https://francais.cci-paris-idf.fr/inscription-candidat/contact/445;47.747282;7.297616
KEDI FORMATION;25 Allée Gluck;68200;Mulhouse;https://www.kedi-formation.fr/;47.754864;7.319783
CEFI;"11, rue Alsace Lorraine";69500;Bron;http://www.cefi-formation.fr;48.38215;-4.52015
CEFI;3 rue Marcel Paul;69700;Givors;http://www.cefi-formation.fr;49.871428;2.333793
Lyon Exam by Inflexyon;"48 rue Quivogne, 69002, LYON";69002;Lyon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/477;45.742562;4.822887
ALLIANCE FRANÇAISE;"11, rue Pierre Bourdan";69003;Lyon;http://www.aflyon.org;48.846894;2.391362
BLEU INTERNATIONAL;82 rue Duguesclin;69006;Lyon;http://lyon-bleu.com/;45.770196;4.846974
LEO LAGRANGE FORMATION - VAULX-EN-VELIN;"15 rue Emile Zola, 69120, VAULX-EN-VELIN";69120;Vaulx-en-Velin;https://francais.cci-paris-idf.fr/inscription-candidat/contact/473/23;45.777777;4.918044
EFI RHÔNES ALPES;"8 bis Impasse marcel cerdan, 69100, VILLEURBANNE";69100;Villeurbanne;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1018;45.766129;4.903708
LÉO LAGRANGE FORMATION;1 place Faubert;69400;Villefranche-sur-Saône;http://www.ifra.fr;45.990713;4.721727
FC2E.RH;"33, bis rue de Montgolfier";69100;Villeurbanne;https://www.fc2eformation.com;50.430884;2.78708
POINFOR;"42, boulevard Charles De Gaulle";70000;Vesoul;http://www.poinfor.org/;48.910069;2.235411
LEO LAGRANGE FORMATION - CHALON-SUR-SAÔNE;"1 avenue de Verdun, 71100, CHALON-SUR-SAONE";71100;Chalon-sur-Saone;https://francais.cci-paris-idf.fr/inscription-candidat/contact/467/23;46.777071;4.853614
GRETA 71 SUD BOURGOGNE;"141, avenue Boucicaut BP";50099;Chalon-sur-Saône;http://www.bourgogne.greta.fr;46.788525;4.836746
FRATE FORMATION CONSEIL - MONTCEAU-LES-MINES;"16 rue du Docteur Jeannin, 71300, MONTCEAU-LES-MINES";71300;Montceau-les-Mines;https://francais.cci-paris-idf.fr/inscription-candidat/contact/444;46.672236;4.361178
FRATE FORMATION CONSEIL - MÂCON;"19 Place de la Baille, 71000, MÂCON";71000;Mâcon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/442;46.306654;4.832771
IFPA;11 rue du 19 mars 1962;71000;Sancé;https://ifpa-formation.com/;48.814213;2.542909
INFREP SARTHE;20 rue Xavier Bichat;72000;Le Mans;https://www.infrep.org/agences/le-mans-2/;48.020455;0.165403
LÉO LAGRANGE FORMATION;"542, rue Louis Armand";73200;Albertville;https://test-civique.fr/inscription;45.659985;6.372082
LEO LAGRANGE FORMATION - CHAMBÉRY;"1125 Av. de la Boisse, 73011, CHAMBÉRY";73011;Chambéry;https://francais.cci-paris-idf.fr/inscription-candidat/contact/468/23;45.58001;5.912409
FRATE FORMATION CONSEIL - ANNEMASSE;"3 passage Jean Moulin, 74100, ANNEMASSE";74100;Annemasse;https://francais.cci-paris-idf.fr/inscription-candidat/contact/434;46.192574;6.23362
ALLIANCE FRANCAISE;12 boulevard du lycée;74000;Annecy;http://www.alliance-francaise-annecy.com;45.905891;6.128643
SKILLMASTER A;27 rue du château Rouge;74100;Annemasse;https://www.efi-rhonealpes.com/;46.189187;6.236851
FRATE FORMATION CONSEIL - CRAN-GEVRIER ANNECY;"33 route de Chevennes, 74960, CRAN-GEVRIER";74960;Cran-Gevrier;https://francais.cci-paris-idf.fr/inscription-candidat/contact/432;45.904589;6.108677
LÉO LAGRANGE FORMATION;1500 avenue des Glières;74300;Cluses;http://www.ifra.fr;46.075419;6.563128
EMPLOI SERVICES FORMATION (ESF_ PARIS);"65/67 Rue d'Hautpoul , 75019, PARIS";75019;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/933/23;48.88599;2.386651
ASPLEF;"52 boulevard de Magenta, 75010, PARIS";75010;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/248/23;48.873117;2.359152
AVD FORMATION;"8 rue Catulle Mendès, 75017, PARIS";75017;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/251/23;48.886836;2.291287
KANGOUROU - PARIS;"5 rue du Général Clergerie, 75116, PARIS";75116;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/600/23;48.869574;2.282978
ALIP;"27 rue Ginoux, 75015, PARIS";75015;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/24/23;48.847503;2.288716
CCI PARIS REPUBLIQUE;"11, rue Léon Jouhaux, 75010, PARIS";75010;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/779/23;48.869388;2.364829
C-TEC FORMATION CONSEIL;"6bis rue de Chatillon, 75014, PARIS";75014;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1101/23;48.827367;2.324196
ETOILE INSTITUT DE LANGUE;"38, boulevard Raspail, 75007, PARIS";75007;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/610/23;48.852574;2.326308
INSTITUT ARITAS FORMATION;"86 rue cardinet, 75017, PARIS";75017;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/877/23;48.884458;2.309767
CENTRE PRIVÉ DE LANGUES LSI PARIS;"23 rue du Renard, 75004, PARIS";75004;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/615;48.859232;2.352235
ARCS;"9 rue de Londres , 75009, PARIS";75009;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/954;48.876775;2.329988
ELFE PARIS;"15 rue Montmartre, 75001, PARIS";75001;Paris;https://francais.cci-paris-idf.fr/inscription-candidat/contact/405;48.864429;2.345192
ALLIANCE FRANÇAISE DE PARIS ILE-DE-FRANCE;"101 boulevard Raspail, 75270, PARIS CEDEX 06";75270;Paris Cedex 06;https://francais.cci-paris-idf.fr/inscription-candidat/contact/165;48.84634;2.328547
FARBEE_BY_LEGALUNITE FRANCE;"140/142 boulevard Macdonald, 75019, PORTE DE LA VILLETTE";75019;Porte-de-la Villette;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1056/23;48.89904;2.378877
FORUM ACCORD;"3 bis, rue Jean-Pierre Bloch";75015;Paris;http://www.examensparis.fr;48.853509;2.296213
ACTE;"12, rue Bellot";75019;Paris;http://www.acte-paris.org;48.886151;2.367334
ACADÉMIE EXPERTISE LANGUES - ILE INTERNATIONAL;"241, rue de Bercy";75012;Paris;https://www.ile-international.com/fr/index.php;48.847217;2.368731
ÉDUCATION ET FORMATION - DIEPPE;"88, avenue des Canadiens, 76200, DIEPPE";76200;Dieppe;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1014/23;49.91409;1.074792
ÉDUCATION ET FORMATION -  LE HAVRE;"68, boulevard Jules Durand, 76600, LE HAVRE";76600;Le Havre;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1015/23;49.489483;0.155343
RECIFE;"45, rue d'Iéna";76600;Le Havre;http://www.recife-lh.com/;50.623136;3.050686
ALLIANCE FRANÇAISE DE NORMANDIE;49 rue Jules Lecesne;76620;Le Havre;https://www.afnormandie.org/;49.493664;0.115023
ALLIANCE FRANÇAISE DE NORMANDIE - ROUEN;"80 boulevard de l'Yser, 76000, ROUEN";76000;Rouen;https://francais.cci-paris-idf.fr/inscription-candidat/contact/184;49.447229;1.095867
ÉDUCATION ET FORMATION - ROUEN - LE PETIT-QUEVILLY;"6, place Waldeck Rousseau , 76140, ROUEN/LE PETIT-QUEVILLY";76140;Rouen/le Petit-Quevilly;https://francais.cci-paris-idf.fr/inscription-candidat/contact/770/23;49.424988;1.055424
FRENCH IN NORMANDY;"26 bis, rue Valmont de Bomare";76100;Rouen;http://www.frenchinnormandy.com;49.42003;1.079442
NEXT UP FORMATION;"7 avenue Jacques Cartier, 77600, BUSSY-SAINT-GEORGES";77600;Bussy-Saint-Georges;https://francais.cci-paris-idf.fr/inscription-candidat/contact/638;48.835005;2.70778
NEXTUP FORMATION;"7, avenue Jacques Cartier";77600;Bussy-Saint-Georges;http://bynextup.com;43.575285;7.113679
GROUPE GEFOR;"Chemin de l'Ormois, 77660, CHANGIS";77660;Changis;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1089;48.963509;3.013005
AL BUSINESS ACADEMY;"441 Avenue Marguerite Perey, 77127, LIEUSAINT";77127;Lieusaint;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1026;48.61999;2.562408
RESSOURCES FORMATION;335 rue Bois Guyot;77350;Le Mée-sur-Seine;http://www.ressourcesformation.fr;48.538521;2.623478
POLYLANGUES - CERGY;"5 Bis Place Praslin, 77000, Melun";77000;Melun;https://francais.cci-paris-idf.fr/inscription-candidat/contact/813;48.536855;2.657756
ARCANES FORMATION;"51 Avenue Charles Rouxel, 77340, PONTAULT COMBAULT";77340;Pontault Combault;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1112/23;48.794667;2.60468
INFREP;"4, allée Emile Reynaud";77200;Torcy;http://www.infrep.org;48.833216;2.661496
D.CONSEILS-FORMATIONS;"74 Boulevard Victor Hugo, 78130, LES MUREAUX";78130;Les Mureaux;https://francais.cci-paris-idf.fr/inscription-candidat/contact/772/23;48.9928;1.911211
MRD CONNECT;"7 avenue GAUGUIN, 78120, MANTES LA JOLIE";78120;Mantes-la-Jolie;https://francais.cci-paris-idf.fr/inscription-candidat/contact/997/23;49.002835;1.679572
RESSOURCES FORMATION;"2, rue Charles Edouard Jeanneret Technoparc Immeuble Antares- (rez-de-chaussée)";78300;Poissy;http://www.ressourcesformation.fr;48.948011;2.062741
INSTITUT INTERNATIONAL LANGUES & AFFAIRES;1 rue de Clairefontaine Smartcity campus;78120;Rambouillet;https://www.institut-rambouillet.com;49.201183;-0.347127
SEA TRAINING;"73, boulevard de Bezons, 78500, SARTROUVILLE";78500;Sartrouville;https://francais.cci-paris-idf.fr/inscription-candidat/contact/666/23;48.94241;2.182561
MRD CONNECT;"5, avenue PAVLOV , 78190, TRAPPES";78190;Trappes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/902/23;48.785796;1.975248
LE CAMPUS BY CCI 79;"2 rue Ernest Pérochon, 79000, NIORT";79000;Niort;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1104/23;46.322676;-0.460612
ASFODEP;17 rue Henri Sellier;79000;Niort;http://www.asfodep.fr;48.059618;-0.791045
AEFTI SAVOIRS ET COMPÉTENCES;"5 Place d’Auvergne B.P. 60221, 80002, AMIENS";80002;Amiens;https://francais.cci-paris-idf.fr/inscription-candidat/contact/19;49.905029;2.305531
INSTITUT SUPÉRIEUR DE PROPÉDEUTIQUE D'AMIENS (ISPA);"5 rue des Francs-Mûriers, 80000, AMIENS";80000;Amiens;https://francais.cci-paris-idf.fr/inscription-candidat/contact/581;49.896802;2.299677
UNIVERSITÉ DE PICARDIE JULES VERNE - U33080-01;Maison des Langues - Centre FLE La Citadelle 10 rue des Français Libres;80080;Amiens;http://www.u-picardie.fr;42.776002;2.990668
INSTITUT SUPÉRIEUR DE PROPÉDEUTIQUE - ISPA;5 rue des Francs Mûriers;80000;Amiens;https://www.ispa-langues.com;49.896802;2.299677
PURPLE CAMPUS-ALBI;"6  avenue du Général Hoche, 81000, ALBI";81000;Albi;https://francais.cci-paris-idf.fr/inscription-candidat/contact/663/23;43.944508;2.158202
OSENGO;"3, rue Honoré de Balzac";81000;Albi;https://osengo.fr/;43.619726;1.433283
CREPT FORMATION;"22 rue Mérigonde, 81100, CASTRES";81100;Castres;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1125;43.602343;2.253203
LEO LAGRANGE FORMATION;"16 Rue de la République, 82100, CASTELSARRASIN";82100;Castelsarrasin;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1043;44.039136;1.109262
LEO LAGRANGE FORMATION;"29 Av. Aristide Briand, 82000, MONTAUBAN";82000;Montauban;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1042/23;44.016871;1.341358
FORMASUP 82;"400, avenue André Jorigné Futuropôle";82000;Montauban;http://www.formasup.com;44.03708;1.3843
KANGOUROU PROVENCE;"22 Rue Victor Clappier, 83000, Toulon";83000;Toulon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/825/23;43.126138;5.932056
LA LIGUE DE L'ENSEIGNEMENT - FOL 83 - 330083-02;"Espace Maurice 141, avenue Marcel CASTIE";83000;Toulon;http://www.fol83.laligue.org;43.123327;5.940845
IDEF;40 rue Picot;83000;Toulon;https://idef83.catalogueformpro.com/;43.124994;5.935281
MÉDITERRANÉE FORMATION;"51 rue Alexandre Blanc, 84000, AVIGNON";84000;Avignon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/624/23;43.939568;4.821679
KANGOUROU PROVENCE;"31 Rue Paul Manivet, 84000, Avignon";84000;Avignon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/824/23;43.94335;4.809298
INFREP VAUCLUSE;1300 route de l’Aérodrome;84000;Avignon;http://www.infrep.org/agences/vaucluse/;43.915334;4.891669
CAP FORMATION;"89, avenue Notre Dame de Santé";84200;Carpentras;https://www.cap-formation.com/;44.057795;5.048194
ATC FORMATIONS;"54, rue Carnot";85300;Challans;https://www.atc-formations.fr/;49.641641;-1.601935
CFP PRESQU'ÎLE - LA ROCHE-SUR-YON;"70 rue Chanzy, 85000, LA ROCHE SUR YON";85000;La Roche-sur-Yon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/351;46.672695;-1.431841
SAM'COMPETENCES;37 rue Edouard Branly Bureau n 8;85500;Les Herbiers;https://samcompetences.fr/;43.467874;1.324623
MOVE UP FORMATION - POITIERS;"53 avenue du 8 Mai 1945, 86000, POITIERS";86000;Poitiers;https://francais.cci-paris-idf.fr/inscription-candidat/contact/987/23;46.560982;0.314622
GRETA POITOU-CHARENTES;"Lycée Kyoto 26, avenue de la Fraternité";86000;Poitiers;http://www.greta.poitou-charentes.fr/;46.589817;0.383812
INDIGO FORMATION;144 rue de la Gibauderie;86000;Poitiers;https://www.indigoformation.fr;46.562398;0.372134
MOVE UP FORMATION - LIMOGES;"18 place Winston Churchill, 87000, LIMOGES";87000;Limoges;https://francais.cci-paris-idf.fr/inscription-candidat/contact/986/23;45.832242;1.251072
FEL;52 rue Turgot;87000;Limoges;http://www.groupe-fel.fr;50.733028;3.155652
CEFAL;45 avenue des Coutures;87000;Limoges;https://www.cefal-limoges.fr/;45.835732;1.270537
GIP FORMATION - CEL;GRETA Lorraine Sud 44 rue Abel Ferry;88000;Epinal;https://dafco.ac-nancy-metz.fr/dafco/site_caec/wordpress/;48.166589;6.454797
FRATE FORMATION - SAINT-DIÉ-DES-VOSGES;"7  Rue Laurent Pillard, 88100, SAINT-DIÉ-DES-VOSGES";88100;Saint-Dié-des-Vosges;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1000;48.274988;6.961781
FRATE FORMATION CONSEIL - AUXERRE;"13 rue Jules Ferry, 89000, AUXERRE";89000;Auxerre;https://francais.cci-paris-idf.fr/inscription-candidat/contact/435;47.797042;3.583881
GRETA 89;"44, boulevard Lyautey";89000;Auxerre;https://www.bourgogne-greta.fr;47.791715;3.550368
FRATE FORMATION CONSEIL - JOIGNY;"9 boulevard Lesire Lacam, 89300, JOIGNY";89300;Joigny;https://francais.cci-paris-idf.fr/inscription-candidat/contact/440;47.984259;3.399825
POINFOR;131 Avenue Jean Jaurès;89400;Migennes;http://www.poinfor.org/;49.260835;4.048469
FRATE FORMATION CONSEIL - SENS;"14 rue Auguste Morel, 89100, SENS";89100;Sens;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1096;48.194476;3.282574
FRATE FORMATION CONSEIL - BELFORT;"ATRIA - 1 Avenue de l'espérance, 90000, BELFORT";90000;Belfort;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1062;47.641909;6.861864
INSTITUT POUR LE DÉVELOPPEMENT;"Ecole Raymond Aubert 25, rue de la 1ere Armée Française BP 254";90005;Belfort;http://www.ideeup.org;48.086258;7.357994
GRETA DE L'ESSONNE;"Lycée Geoffroy Saint Hilaire 2-6, av. Geoffroy Saint Hilaire";91150;Etampes;http://www.greta-essonne.fr;49.862828;3.298803
CFP;23 rue des Ateliers;91350;Grigny;http://www.cfp-gps.fr;47.301058;5.023822
POLYLANGUES - CERGY;"23 bis rue Max Dormoy, 91300, Massy";91300;Massy;https://francais.cci-paris-idf.fr/inscription-candidat/contact/812;48.731755;2.274211
HORIZONS 91;"10, chemin du Larris, 91150, ÉTAMPES";91150;Étampes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/878/23;48.445271;2.146933
ELFE - ÉVRY COURCOURONNES;"34 Cours Blaise Pascal, 91000, ÉVRY COURCOURONNES";91000;Évry Courcouronnes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1069;48.626136;2.430148
FEEL LEARNING;37 Rue Michel Ange;91080;Évry-Courcouronnes;https://www.feel-learning.com/;48.845064;2.261921
VIBRALLYA;"126 Avenue du Général Leclerc , 92100, BOULOGNE-BILLANCOURT";92100;Boulogne-Billancourt;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1128/23;48.829989;2.23058
INFREP;23 bis rue Barthélémy Danjou;92100;Boulogne-Billancourt;http://www.infrep.org;48.833015;2.248421
ACIFE;"44 rue Louveau, 92320, CHÂTILLON";92320;Châtillon;https://francais.cci-paris-idf.fr/inscription-candidat/contact/14/23;48.803165;2.2954
EASY LEARN;"1 rue du 8 mai 1945, 92110, CLICHY-LA-GARENNE";92110;Clichy-la-Garenne;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1085/23;48.897513;2.310366
ASLY FORMATION-COLOMBES;"56 avenue de l'Agent Sarre, 92700, COLOMBES";92700;Colombes;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1080/23;48.924221;2.263674
IFAP;127 rue Jules Guesde;92300;Levallois-Perret;https://ifap.net;50.684552;3.183247
MOVE UP FORMATION - NANTERRE;"5 Boulevard des Bouvets, 92747 , NANTERRE";92747;Nanterre;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1079;48.89772;2.221906
FARBEE_BY_LEGALUNITE FRANCE;"18 Terrasse Bellini, 92800, Puteaux, La Défense";92800;Puteaux;https://francais.cci-paris-idf.fr/inscription-candidat/contact/858/23;48.886899;2.250856
ARCS;"23 rue Buffon, 92500, RUEIL-MALMAISON";92500;Rueil-Malmaison;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1054/23;48.86932;2.210477
ACTION PLURIELLE FORMATION;"1 avenue Antoine Bourdelle, 93600, Aulnay-sous-Bois";93600;Aulnay-sous-Bois;https://francais.cci-paris-idf.fr/inscription-candidat/contact/805;48.929847;2.508871
PLATEFORME DE COMPÉTENCES - BOBIGNY;"27 rue de paris , 93000, BOBIGNY";93000;Bobigny;https://francais.cci-paris-idf.fr/inscription-candidat/contact/1009;48.896435;2.428947
